Code,Country,Continent,Date,NewCases,NewDeaths,Recovered,NewTests,Population,GDP,GDPCapita,Month,Week,CumCases,CumDeaths,CumRecovered,CumTests,Active,FatalityRate,Cases_1M_Pop,Deaths_1M_Pop,Recovered_1M_Pop,Tests_1M_Pop
VNM,Vietnam,Asia,2020-04-06,4,0,5,18847,95540395,223779,2342,4,14,245,0,95,94305,150,0,2.564360342031242,0,0.9943438060937471,987.0693961439033
ZMB,Zambia,Africa,2020-04-06,0,0,2,0,17351822,25868,1513,4,14,39,1,5,0,33,0.02564102564102564,2.247602586056957,0.057630835539921973,0.2881541776996099,0
ZWE,Zimbabwe,Africa,2020-04-06,0,0,0,13,14439018,18036,1091,4,14,9,1,0,371,8,0.1111111111111111,0.6233110866680823,0.06925678740756469,0,25.694268128206502
AFG,Afghanistan,Asia,2020-04-07,38,0,0,0,37172386,21992,619,4,14,337,7,18,0,312,0.020771513353115726,9.065869487097224,0.1883118291088444,0.48423041770845704,0
ALB,Albania,Europe,2020-04-07,16,1,0,0,2866376,13039,4450,4,14,377,22,0,0,355,0.058355437665782495,131.52496392657488,7.6751968339115315,0,0
DZA,Algeria,Africa,2020-04-07,103,21,23,0,42228429,167555,4055,4,14,1423,173,110,0,1140,0.12157413914265636,33.69767793161332,4.0967661856423785,2.604880233645443,0
AND,Andorra,Europe,2020-04-07,25,3,8,0,77006,3278,39153,4,14,526,21,38,0,467,0.039923954372623575,6830.636573773472,272.7060229073059,493.46804145131546,0
AGO,Angola,Africa,2020-04-07,2,0,0,0,30809762,126505,4247,4,14,16,2,2,0,12,0.125,0.5193159233102806,0.06491449041378508,0.06491449041378508,0
AIA,Anguilla,North America,2020-04-07,0,0,0,0,14731,311,29493,4,14,3,0,0,0,3,0,203.65216210712103,0,0,0
ATG,Antigua and Barbuda,North America,2020-04-07,0,0,0,0,96286,1248,14803,4,14,15,0,0,0,15,0,155.78588787570362,0,0,0
ARG,Argentina,South America,2020-04-07,74,7,13,0,44494502,637486,14400,4,14,1628,53,338,0,1237,0.032555282555282554,36.58879022850958,1.1911584042450907,7.5964441629215225,0
ARM,Armenia,Europe,2020-04-07,11,1,25,0,2951776,11536,3937,4,14,833,8,87,0,738,0.009603841536614645,282.2029855924027,2.710232754788981,29.47378120833017,0
ABW,Aruba,North America,2020-04-07,7,0,0,0,105845,2664,25655,4,14,71,0,0,0,71,0,670.7921961358591,0,0,0
AUS,Australia,Oceania,2020-04-07,100,6,0,8037,24992369,1408675,57613,4,14,5844,42,1080,310700,4722,0.007186858316221766,233.83137468881,1.680512959775842,43.21319039423594,12431.79468100843
AUT,Austria,Europe,2020-04-07,314,16,583,3939,8847037,416835,47718,4,14,12297,220,4046,115235,8031,0.017890542408717573,1389.9568861303508,24.867082617604062,457.328255776482,13025.264842907292
AZE,Azerbaijan,Europe,2020-04-07,57,0,0,0,9942334,40748,4146,4,14,641,7,44,0,590,0.0109204368174727,64.47178298375411,0.7040600325838983,4.4255202048130755,0
BHS,Bahamas,North America,2020-04-07,4,0,1,0,385640,11791,29825,4,14,33,5,5,0,23,0.15151515151515152,85.57203609584069,12.965460014521316,12.965460014521316,0
BHR,Bahrain,Asia,2020-04-07,56,0,0,2443,1569439,35325,23688,4,14,756,4,458,50127,294,0.005291005291005291,481.7007860770632,2.5486814078151494,291.8240211948346,31939.438232387496
BGD,Bangladesh,Asia,2020-04-07,35,3,0,792,161356039,254646,1492,4,14,123,12,33,4402,78,0.0975609756097561,0.762289411430086,0.07436969867610595,0.20451667135929136,27.281284464351533
BRB,Barbados,North America,2020-04-07,4,1,0,0,286641,4353,16494,4,14,60,2,6,0,52,0.03333333333333333,209.32106711880016,6.977368903960006,20.932106711880017,0
BLR,Belarus,Europe,2020-04-07,136,5,1,0,9485386,54441,5750,4,14,700,13,51,40000,636,0.018571428571428572,73.79773474690434,1.3705293595853665,5.376692102988745,4217.013414108819
BEL,Belgium,Europe,2020-04-07,1123,185,171,5372,11422068,494763,43289,4,14,20814,1632,4157,85301,15025,0.07840876333237244,1822.261958167295,142.881306607525,363.94460267615284,7468.087215029713
BLZ,Belize,North America,2020-04-07,2,0,0,0,383071,1902,5077,4,14,7,1,0,0,6,0.14285714285714285,18.273374909612055,2.6104821299445793,0,0
BEN,Benin,Africa,2020-04-07,4,1,0,0,11485048,9236,826,4,14,26,1,5,0,20,0.038461538461538464,2.2638129157144142,0.08706972752747746,0.43534863763738735,0
BMU,Bermuda,North America,2020-04-07,2,2,0,0,63968,5601,102192,4,14,39,2,0,0,37,0.05128205128205128,609.6798399199599,31.265632816408203,0,0
BTN,Bhutan,Asia,2020-04-07,0,0,0,0,754394,2562,3173,4,14,5,0,2,0,3,0,6.627836382579925,0,2.65113455303197,0
BOL,Bolivia,South America,2020-04-07,11,3,0,16,11353142,37508,3394,4,14,194,14,2,1468,178,0.07216494845360824,17.087780633766407,1.2331388086223178,0.17616268694604542,129.30341221839734
BES,Bonaire Sint Eustatius and Saba,North America,2020-04-07,0,0,0,0,25987,428,16470,4,14,2,0,0,0,2,0,76.96155770192789,0,0,0
BIH,Bosnia and Herzegovina,Europe,2020-04-07,32,4,21,0,3323929,18169,5181,4,14,695,28,68,0,599,0.04028776978417266,209.08990534996386,8.423765970933795,20.457717357982077,0
BWA,Botswana,Africa,2020-04-07,0,0,0,0,2254126,17406,7596,4,14,6,1,0,0,5,0.16666666666666666,2.6617855434878086,0.44363092391463477,0,0
BRA,Brazil,South America,2020-04-07,926,67,0,0,209469333,2055512,9821,4,14,12056,553,127,0,11376,0.045869276708692765,57.554964382304114,2.6400045872108637,0.606294001041193,0
VGB,British Virgin Islands,North America,2020-04-07,0,0,0,0,29802,902,31917,4,14,3,0,0,0,3,0,100.66438494060802,0,0,0
BRN,Brunei,Asia,2020-04-07,0,0,3,0,428962,12128,28291,4,14,135,1,85,0,49,0.007407407407407408,314.7131913782573,2.331208825024128,198.1527501270509,0
BGR,Bulgaria,Europe,2020-04-07,18,2,3,0,7024216,58222,8218,4,14,549,22,42,0,485,0.04007285974499089,78.15818875729335,3.13202213599354,5.9793149868967586,0
BFA,Burkina Faso,Africa,2020-04-07,19,0,19,0,19751535,12324,642,4,14,364,17,127,0,220,0.046703296703296704,18.42894742104854,0.8606925993346847,6.429880006794408,0
BDI,Burundi,Africa,2020-04-07,0,0,0,0,11175378,2869,290,4,14,3,0,0,0,3,0,0.2684472954740323,0,0,0
KHM,Cambodia,Asia,2020-04-07,1,0,5,0,16249798,22121,1382,4,14,115,0,58,0,57,0,7.077011049614279,0,3.5692751380663315,0
CMR,Cameroon,Africa,2020-04-07,8,0,26,0,25216237,34924,1452,4,14,658,9,43,0,606,0.013677811550151976,26.094297892266795,0.35691288910395313,1.7052504701633318,0
CAN,Canada,North America,2020-04-07,1157,43,535,9701,37058856,1647120,44974,4,14,16653,323,3791,346507,12539,0.01939590464180628,449.366272936218,8.71586537911478,102.29673576539977,9350.180696349613
CPV,Cape Verde,Africa,2020-04-07,0,0,0,0,543767,1855,3245,4,14,7,1,1,0,5,0.14285714285714285,12.87316074715825,1.83902296387975,1.83902296387975,0
CYM,Cayman Islands,North America,2020-04-07,0,0,0,0,64174,3480,65472,4,14,39,1,0,0,38,0.02564102564102564,607.7227537632062,15.582634711877084,0,0
CAF,Central African Republic,Africa,2020-04-07,0,0,0,0,4666377,1992,428,4,14,9,0,0,0,9,0,1.9286911451860833,0,0,0
TCD,Chad,Africa,2020-04-07,0,0,2,0,15477751,10716,719,4,14,9,0,2,0,7,0,0.5814798286908738,0,0.12921773970908307,0
CHL,Chile,South America,2020-04-07,344,3,170,2258,18729160,277080,15347,4,14,4815,37,898,57122,3880,0.0076843198338525445,257.0857422329672,1.9755290680414925,47.94662440814217,3049.8965249909766
CHN,China,Asia,2020-04-07,56,0,100,0,1392730000,12234781,8682,4,14,82698,3335,76810,0,2553,0.04032745652857385,59.37834325389702,2.3945775563102685,55.15067529241131,0
COL,Colombia,South America,2020-04-07,94,11,12,2760,49648685,309191,6302,4,14,1579,46,100,30728,1433,0.029132362254591513,31.803460655604475,0.9265099367687181,2.014152036453735,618.9086377615037
COG,Congo,Africa,2020-04-07,0,0,0,0,5244363,11292,2147,4,14,45,5,2,0,38,0.1111111111111111,8.580641729033632,0.9534046365592923,0.3813618546237169,0
CRI,Costa Rica,North America,2020-04-07,13,0,6,162,4999441,57564,11734,4,14,467,2,24,5453,441,0.004282655246252677,93.41044328755954,0.400044725000255,4.80053670000306,1090.7219427131954
CIV,Cote d'Ivoire,Africa,2020-04-07,62,0,0,0,25069229,38054,1566,4,14,323,3,41,0,279,0.009287925696594427,12.884321252959156,0.11966861844853705,1.635471118796673,0
HRV,Croatia,Europe,2020-04-07,40,1,37,858,4089400,55201,13177,4,14,1222,16,167,12322,1039,0.01309328968903437,298.8213429843009,3.9125544089597497,40.83728664351739,3013.155964200127
CUB,Cuba,North America,2020-04-07,30,1,9,1187,11338138,96851,8433,4,14,350,9,27,9410,314,0.025714285714285714,30.869266188151883,0.793781130552477,2.3813433916574307,829.942270944312
CUW,Curacao,North America,2020-04-07,2,0,0,0,159849,3159,19586,4,14,13,1,0,0,12,0.07692307692307693,81.32675212231544,6.25590400940888,0,0
CYP,Cyprus,Europe,2020-04-07,19,0,2,0,1189265,22054,25790,4,14,465,14,47,0,404,0.030107526881720432,390.99780116290316,11.771976809205686,39.52020785947623,0
CZE,Czech Republic,Europe,2020-04-07,235,11,51,7434,10625695,215824,20326,4,14,4822,78,172,98681,4572,0.016175860638739114,453.8056098918706,7.340696302688906,16.18717646233964,9287.016049303127
COD,Democratic Republic of Congo,Africa,2020-04-07,7,0,4,0,84068091,37642,463,4,14,161,18,9,0,134,0.11180124223602485,1.915114261367015,0.21411215344475945,0.10705607672237973,0
DNK,Denmark,Europe,2020-04-07,312,8,132,4628,5797446,329865,57533,4,14,4681,187,1621,51544,2873,0.03994872890408033,807.4245107242051,32.25558288943097,279.60588162442565,8890.811574614063
DJI,Djibouti,Africa,2020-04-07,31,0,0,0,958920,1844,1928,4,14,90,0,9,0,81,0,93.85558753597797,0,9.385558753597797,0
DMA,Dominica,North America,2020-04-07,1,0,0,0,71625,533,6719,4,14,15,0,1,0,14,0,209.4240837696335,0,13.961605584642234,0
DOM,Dominican Republic,North America,2020-04-07,83,4,3,0,10627165,75931,7052,4,14,1828,86,36,0,1706,0.047045951859956234,172.01200884713845,8.092468687556842,3.387545032000538,0
ECU,Ecuador,South America,2020-04-07,101,11,0,361,17084357,104295,6273,4,14,3747,191,100,7951,3456,0.05097411262343208,219.3234430771963,11.179817888375899,5.853307794961204,465.3965027773653
EGY,Egypt,Africa,2020-04-07,3,7,17,0,98423595,195135,2000,4,14,1073,78,276,0,719,0.07269338303821063,10.90185742554923,0.7924928976634109,2.8042056378859153,0
SLV,El Salvador,North America,2020-04-07,9,1,0,0,6420744,24805,3889,4,14,78,4,5,0,69,0.05128205128205128,12.148124890199641,0.6229807635999816,0.778725954499977,0
GNQ,Equatorial Guinea,Africa,2020-04-07,0,0,0,0,1308974,12487,9850,4,14,16,0,3,0,13,0,12.223313832054723,0,2.2918713435102607,0
ERI,Eritrea,Africa,2020-04-07,2,0,0,0,3546421,3858,1147,4,14,31,0,0,0,31,0,8.74120698022034,0,0,0
EST,Estonia,Europe,2020-04-07,11,4,7,1273,1320884,25921,19793,4,14,1108,19,69,24797,1020,0.017148014440433214,838.8321760275694,14.384306267620776,52.23774381399124,18773.033816746967
ETH,Ethiopia,Africa,2020-04-07,1,0,0,264,109224559,75605,720,4,14,44,2,4,2271,38,0.045454545454545456,0.40283980455347956,0.018310900206976344,0.03662180041395269,20.792027185021638
FRO,Faeroe Islands,Europe,2020-04-07,2,0,0,0,48497,2707,55823,4,14,183,0,0,0,183,0,3773.4292842856257,0,0,0
FLK,Falkland Islands,South America,2020-04-07,0,0,0,0,3398,228,96962,4,14,2,0,0,0,2,0,588.5815185403178,0,0,0
FJI,Fiji,Oceania,2020-04-07,0,0,0,0,883483,4532,5382,4,14,14,0,0,0,14,0,15.8463716902306,0,0,0
FIN,Finland,Europe,2020-04-07,249,0,0,2079,5518050,252246,45670,4,14,2176,27,300,37646,1849,0.012408088235294117,394.34220422069393,4.893032864870742,54.36703183189714,6822.337601145332
FRA,France,Europe,2020-04-07,3912,833,2095,109553,66987244,2582492,38415,4,14,74390,8911,19523,333807,45956,0.11978760586100282,1110.5099352945465,133.0253264337909,291.4435470729323,4983.1427607321775
PYF,French Polynesia,Oceania,2020-04-07,0,0,0,0,277679,5623,19807,4,14,41,0,0,0,41,0,147.6525052308601,0,0,0
GAB,Gabon,Africa,2020-04-07,0,0,0,0,2119275,14623,7221,4,14,21,1,1,0,19,0.047619047619047616,9.909049085182433,0.4718594802467825,0.4718594802467825,0
GMB,Gambia,Africa,2020-04-07,0,0,0,0,2280102,851,709,4,14,4,1,2,0,1,0.25,1.7543074827354215,0.43857687068385537,0.8771537413677107,0
GEO,Georgia,Europe,2020-04-07,14,0,7,0,3731000,15159,3875,4,14,188,2,46,0,140,0.010638297872340425,50.388635754489414,0.5360493165371214,12.329134280353793,0
DEU,Germany,Europe,2020-04-07,3834,173,7381,0,82927922,3693204,44976,4,14,99225,1607,36081,1370655,61537,0.01619551524313429,1196.520998078307,19.37827406310748,435.0886785755948,16528.268970733403
GHA,Ghana,Africa,2020-04-07,73,0,0,0,29767108,58996,2046,4,14,287,5,31,2519,251,0.017421602787456445,9.641514385609781,0.1679706338956408,1.041417930152973,84.62360535662383
GIB,Gibraltar,Europe,2020-04-07,6,0,0,0,33718,2134,63309,4,14,109,0,0,0,109,0,3232.694703125927,0,0,0
GRC,Greece,Europe,2020-04-07,20,6,0,2391,10727668,203085,18198,4,14,1755,79,269,28584,1407,0.045014245014245016,163.5956668308527,7.3641354299928,25.075347223646368,2664.5119889989137
GRL,Greenland,North America,2020-04-07,0,0,0,0,56025,2441,49398,4,14,11,0,0,0,11,0,196.3409192324855,0,0,0
GRD,Grenada,North America,2020-04-07,0,0,0,0,111454,884,10451,4,14,12,0,0,0,12,0,107.66773736249932,0,0,0
GUM,Guam,Oceania,2020-04-07,2,0,0,0,165768,5920,35713,4,14,112,4,0,0,108,0.03571428571428571,675.6430674195261,24.13010955069736,0,0
GTM,Guatemala,North America,2020-04-07,4,0,2,0,17247807,75619,4471,4,14,74,3,17,0,54,0.04054054054054054,4.290400512946371,0.17393515593025827,0.9856325502714635,0
GGY,Guernsey,Europe,2020-04-07,11,1,0,0,63026,4110,65219,4,14,165,4,0,0,161,0.024242424242424242,2617.967188144575,63.46587122774728,0,0
GIN,Guinea,Africa,2020-04-07,7,0,0,0,12414318,10208,803,4,14,128,0,5,0,123,0,10.310675141397216,0,0.40276074771082876,0
GNB,Guinea-Bissau,Africa,2020-04-07,15,0,0,0,1874309,1209,724,4,14,33,0,0,0,33,0,17.60648857792392,0,0,0
GUY,Guyana,South America,2020-04-07,2,1,0,0,779004,3086,4555,4,14,31,5,8,0,18,0.16129032258064516,39.794404136564125,6.418452280090988,10.269523648145581,0
HTI,Haiti,North America,2020-04-07,3,1,0,0,11123176,8521,776,4,14,24,1,1,0,22,0.041666666666666664,2.157657129582414,0.08990238039926726,0.08990238039926726,0
HND,Honduras,North America,2020-04-07,7,0,0,0,9587522,22978,2480,4,14,305,22,6,0,277,0.07213114754098361,31.812182543101336,2.2946492326171457,0.6258134270774033,0
HUN,Hungary,Europe,2020-04-07,73,9,4,1464,9768785,139761,14376,4,14,817,47,71,23746,699,0.05752753977968176,83.63373746069752,4.811243158693737,7.26804817589905,2430.803830773223
ISL,Iceland,Europe,2020-04-07,76,2,99,1955,353574,24476,73060,4,14,1562,6,559,30906,997,0.0038412291933418692,4417.7456487185145,16.969573554616574,1580.998602838444,87410.27337982996
IND,India,Asia,2020-04-07,354,5,46,12947,1352617328,2575666,1923,4,14,4421,114,421,114015,3886,0.02578602126215788,3.268478015535226,0.08428104360348694,0.31124841541287723,84.29213321448741
IDN,Indonesia,Asia,2020-04-07,218,11,12,1973,267663435,1015539,3847,4,14,2491,209,202,13433,2080,0.08390204737053392,9.306463544413528,0.7808313451555309,0.754679099145537,50.18616009317821
IRN,Iran,Asia,2020-04-07,2274,136,2803,0,81800269,460976,5680,4,14,60500,3739,27039,189790,29722,0.06180165289256198,739.6063697541141,45.70889614067161,330.5490352360577,2320.1635192666663
IRQ,Iraq,Asia,2020-04-07,70,3,29,0,38433600,182023,4756,4,14,1031,64,373,0,594,0.06207565470417071,26.82548603305441,1.6652096082594396,9.705049748137046,0
IRL,Ireland,Europe,2020-04-07,253,16,0,12271,4853506,331430,69604,4,14,5364,174,25,42484,5165,0.03243847874720358,1105.1804612995224,35.850372905689206,5.150915647369139,8753.26001451322
IMN,Isle of Man,Europe,2020-04-07,12,0,0,0,84077,7112,84600,4,14,139,1,0,0,138,0.007194244604316547,1653.246428868775,11.893859200494784,0,0
ISR,Israel,Asia,2020-04-07,474,8,185,6592,8883800,353268,42452,4,14,8904,57,770,131420,8077,0.006401617250673854,1002.2738017515028,6.416173259190887,86.67462122064882,14793.219117945024
ITA,Italy,Europe,2020-04-07,3599,636,1555,33713,60431283,1943835,32747,4,14,132547,16525,24392,755445,91630,0.1246727575878745,2193.350751795225,273.45108658374835,403.63200629051676,12500.892956384858
JAM,Jamaica,North America,2020-04-07,1,0,0,0,2934855,14826,5130,4,14,59,3,8,0,48,0.05084745762711865,20.103207824577364,1.0221970080293574,2.7258586880782865,0
JPN,Japan,Asia,2020-04-07,163,7,17,9139,126529100,4872415,38220,4,14,3817,80,592,55311,3145,0.020958868221116058,30.16697344721491,0.6322656211100846,4.6787655962146255,437.1405471152486
JEY,Jersey,Europe,2020-04-07,14,0,0,0,106800,6408,60000,4,14,169,3,0,0,166,0.01775147928994083,1582.3970037453184,28.089887640449437,0,0
JOR,Jordan,Asia,2020-04-07,4,1,12,0,9956011,40708,4196,4,14,349,6,137,0,206,0.017191977077363897,35.05419992002821,0.6026510014904564,13.760531200698754,0
KAZ,Kazakhstan,Asia,2020-04-07,139,1,5,1886,18276499,159406,8756,4,14,670,6,51,54767,613,0.008955223880597015,36.65909975428007,0.32829044556071707,2.790468787266095,2996.5804720039655
KEN,Kenya,Africa,2020-04-07,16,0,3,696,51393010,74938,1508,4,14,158,4,7,4973,147,0.02531645569620253,3.0743480484992025,0.07783159616453678,0.13620529328793934,96.76413193156034
RKS,Kosovo,Europe,2020-04-07,5,2,1,0,1845300,7227,4116,4,14,145,3,24,0,118,0.020689655172413793,78.57800899582723,1.6257519102584945,13.006015282067956,0
KWT,Kuwait,Asia,2020-04-07,109,0,2,0,4137309,119534,28897,4,14,665,1,105,0,559,0.0015037593984962407,160.7324954457112,0.24170300067024242,25.378815070375452,0
KGZ,Kyrgyzstan,Asia,2020-04-07,12,0,0,0,6315800,7564,1251,4,14,228,4,33,0,191,0.017543859649122806,36.09993983343361,0.633332277779537,5.224991291681181,0
LAO,Laos,Asia,2020-04-07,1,0,0,0,7061507,16853,2457,4,14,12,0,0,0,12,0,1.699353976424579,0,0,0
LVA,Latvia,Europe,2020-04-07,9,0,0,1122,1926542,30463,15625,4,14,542,1,16,22575,525,0.0018450184501845018,281.3330827980911,0.5190647284097621,8.305035654556194,11717.88624385038
LBN,Lebanon,Asia,2020-04-07,14,1,2,0,6848925,53393,8778,4,14,541,19,61,0,461,0.03512014787430684,78.99049850889008,2.7741579882974334,8.906507225586497,0
LBR,Liberia,Africa,2020-04-07,1,0,0,0,4818977,2122,584,4,14,14,3,3,0,8,0.21428571428571427,2.9051809128783974,0.6225387670453708,0.6225387670453708,0
LBY,Libya,Africa,2020-04-07,0,0,0,0,6678567,25127,3942,4,14,18,1,1,0,16,0.05555555555555555,2.6951889529595197,0.1497327196088622,0.1497327196088622,0
LIE,Liechtenstein,Europe,2020-04-07,0,0,0,0,37910,6295,166022,4,14,78,1,55,0,22,0.01282051282051282,2057.504616196254,26.378264310208387,1450.8045370614614,0
LTU,Lithuania,Europe,2020-04-07,32,1,0,2208,2789533,47544,16450,4,14,843,14,8,27807,821,0.0166073546856465,302.20112111955655,5.018761204832494,2.8678635456185675,9968.335201626938
LUX,Luxembourg,Europe,2020-04-07,39,5,0,0,607728,62316,106806,4,14,2843,41,500,24291,2302,0.014421385860007034,4678.079667219546,67.46439196482638,822.7364873759313,39970.1840296975
MKD,Macedonia,Europe,2020-04-07,87,4,0,0,2082958,11279,5415,4,14,570,21,30,0,519,0.03684210526315789,273.64930065800655,10.08181634003182,14.402594771474028,0
MDG,Madagascar,Africa,2020-04-07,5,0,5,0,26262368,10674,517,4,14,77,0,7,0,70,0,2.931951909287083,0,0.2665410826624621,0
MWI,Malawi,Africa,2020-04-07,1,0,0,0,18143315,6339,340,4,14,5,0,0,0,5,0,0.2755835964927027,0,0,0
MYS,Malaysia,Asia,2020-04-07,131,1,80,5028,31528585,314707,9951,4,14,3793,62,1317,52485,2414,0.01634590034273662,120.3035277352282,1.9664694752396912,41.77161772404312,1664.6798452895998
MDV,Maldives,Asia,2020-04-07,0,0,0,0,515696,3032,11151,4,14,19,0,13,0,6,0,36.843411622351155,0,25.208650057398156,0
MLI,Mali,Africa,2020-04-07,2,0,3,0,19077690,15235,822,4,14,47,5,12,0,30,0.10638297872340426,2.46361063629821,0.2620862379040649,0.6290069709697558,0
MLT,Malta,Europe,2020-04-07,7,0,0,0,483530,12553,29137,4,14,241,0,5,0,236,0,498.4178851363928,0,10.340620023576614,0
MRT,Mauritania,Africa,2020-04-07,0,0,0,0,4403319,5092,1129,4,14,6,1,2,0,3,0.16666666666666666,1.3626085232525738,0.22710142054209564,0.4542028410841913,0
MUS,Mauritius,Africa,2020-04-07,17,0,1,0,1265303,13366,10565,4,14,244,7,8,0,229,0.028688524590163935,192.83918555476436,5.532271716735043,6.3225962476971915,0
MEX,Mexico,North America,2020-04-07,296,31,0,1939,126190788,1158229,8967,4,14,2439,125,633,27613,1681,0.05125051250512505,19.32787677021242,0.9905635901092875,5.0162140203134324,218.81945930950207
MDA,Moldova,Europe,2020-04-07,101,4,3,0,3545883,8128,2006,4,14,965,19,40,0,906,0.019689119170984457,272.1465993096783,5.358326825786412,11.280688054287182,0
MCO,Monaco,Europe,2020-04-07,4,0,0,0,38682,6400,165421,4,14,77,2,4,0,71,0.025974025974025976,1990.5899384726747,51.703634765524015,103.40726953104803,0
MNG,Mongolia,Asia,2020-04-07,1,0,2,0,3170208,11135,3620,4,14,15,0,4,0,11,0,4.731550737364867,0,1.261746863297298,0
MNE,Montenegro,Europe,2020-04-07,19,0,3,0,622345,4588,6958,4,14,233,2,4,0,227,0.008583690987124463,374.3904104636496,3.213651591962657,6.427303183925314,0
MSR,Montserrat,North America,2020-04-07,0,0,0,0,5900,63,11582,4,14,6,0,0,0,6,0,1016.9491525423729,0,0,0
MAR,Morocco,Africa,2020-04-07,99,10,12,333,36029138,109708,3070,4,14,1120,80,93,5437,947,0.07142857142857142,31.085950488185425,2.2204250348703876,2.581244103036825,150.9056364323787
MOZ,Mozambique,Africa,2020-04-07,0,0,0,0,29495962,12651,426,4,14,10,0,1,0,9,0,0.339029457659323,0,0.0339029457659323,0
MMR,Myanmar,Asia,2020-04-07,1,0,0,0,53708395,67101,1257,4,14,22,1,0,1340,21,0.045454545454545456,0.409619390041352,0.01861906318369782,0,24.949544666155077
NAM,Namibia,Africa,2020-04-07,0,0,0,0,2448255,13244,5227,4,14,16,0,3,0,13,0,6.535266955443776,0,1.2253625541457078,0
NPL,Nepal,Asia,2020-04-07,0,0,0,232,28087871,24870,849,4,14,9,0,1,2122,8,0,0.32042300393646783,0,0.03560255599294087,75.54862381702053
NLD,Netherlands,Europe,2020-04-07,952,101,10,0,17231017,830572,48754,4,14,18803,1867,25,92261,16911,0.09929266606392596,1091.2298444137105,108.35112054036044,1.4508719943808308,5354.3560429427935
NCL,New Caledonia,Oceania,2020-04-07,0,0,0,0,284060,9894,35815,4,14,18,0,0,0,18,0,63.36689431810181,0,0,0
NZL,New Zealand,Oceania,2020-04-07,37,0,65,4049,4885500,202044,42936,4,14,1211,1,241,47175,969,8.257638315441783e-4,247.87636884658684,0.20468734008801556,49.32964896121175,9656.125268652135
NIC,Nicaragua,North America,2020-04-07,1,0,0,0,6465513,13814,2222,4,14,6,1,0,0,5,0.16666666666666666,0.9280006087683994,0.15466676812806657,0,0
NER,Niger,Africa,2020-04-07,69,0,0,0,22442948,8119,378,4,14,253,10,26,0,217,0.039525691699604744,11.27302883738803,0.4455742623473529,1.1584930821031176,0
NGA,Nigeria,Africa,2020-04-07,6,0,9,0,195874740,375769,1969,4,14,238,5,44,0,189,0.02100840336134454,1.2150622382447067,0.025526517610182917,0.22463335496960965,0
MNP,Northern Mariana Islands,Oceania,2020-04-07,0,0,0,0,56882,1393,24500,4,14,8,1,0,0,7,0.125,140.64203087092577,17.58025385886572,0,0
NOR,Norway,Europe,2020-04-07,115,1,0,2597,5314336,399470,75295,4,14,5755,59,32,113896,5664,0.010251954821894005,1082.919860543255,11.102045486021208,6.0214483991979435,21431.84021484528
OMN,Oman,Asia,2020-04-07,73,0,6,0,4829483,70783,15267,4,14,371,2,67,0,302,0.005390835579514825,76.81981694520925,0.41412300240004984,13.87312058040167,0
PAK,Pakistan,Asia,2020-04-07,587,4,170,2976,212215030,302139,1534,4,14,3864,54,428,42159,3382,0.013975155279503106,18.207946911206054,0.25445888540505357,2.016822276914128,198.6617064776232
PSE,Palestine,Asia,2020-04-07,36,0,17,0,4569087,14498,2946,4,14,253,1,38,0,214,0.003952569169960474,55.37211263431841,0.2188621052739858,8.316760000411461,0
PAN,Panama,North America,2020-04-07,112,1,1,467,4176873,61838,15088,4,14,2100,55,14,10123,2031,0.02619047619047619,502.7684586052772,13.167745344423926,3.3517897240351813,2423.583384029153
PNG,Papua New Guinea,Oceania,2020-04-07,0,0,0,0,8606316,22005,2667,4,14,1,0,0,0,1,0,0.11619373492676774,0,0,0
PRY,Paraguay,South America,2020-04-07,0,0,3,212,6956071,29435,4322,4,14,113,5,15,2205,93,0.04424778761061947,16.244802561675982,0.7187965735254859,2.1563897205764575,316.98928892473924
PER,Peru,South America,2020-04-07,280,9,304,1141,31989256,211402,6572,4,14,2561,92,1301,21555,1168,0.035923467395548615,80.05812951698533,2.8759656054520306,40.66990492057708,673.8199850599839
PHL,Philippines,Asia,2020-04-07,414,11,11,0,106651922,313595,2989,4,14,3660,163,84,0,3413,0.04453551912568306,34.317243715495344,1.5283362638321698,0.7876088721589096,0
POL,Poland,Europe,2020-04-07,311,13,29,6748,37978548,526211,13786,4,14,4413,107,191,92215,4115,0.02424654430092907,116.19717531065169,2.817379958812538,5.029154879749484,2428.081242073815
PRT,Portugal,Europe,2020-04-07,452,16,44,10557,10281762,195041,18882,4,14,11730,311,184,142748,11235,0.026513213981244673,1140.8550402158696,30.247733802824847,17.895765336719524,13883.612555902384
PRI,Puerto Rico,North America,2020-04-07,38,1,0,0,3195153,104218,28451,4,14,513,21,0,0,492,0.04093567251461988,160.55569169927074,6.5724552157596206,0,0
QAT,Qatar,Asia,2020-04-07,228,0,19,3710,2781677,167605,63506,4,14,1832,4,150,41818,1678,0.002183406113537118,658.5955163018567,1.4379814766416086,53.924305374060324,15033.377347549698
ROU,Romania,Europe,2020-04-07,193,9,54,2591,19473936,211803,10763,4,14,4057,157,460,43578,3440,0.03869854572344097,208.32973878521528,8.062057921932166,23.621316204387238,2237.760255553885
RUS,Russia,Europe,2020-04-07,954,2,88,37122,144478050,1530750,10956,4,14,6343,47,494,795523,5802,0.00740974302380577,43.902862753200225,0.3253089310106276,3.419204508920213,5506.185887752499
